"word"	"complex_word"	"folio"	"section"	"quire"	"panel"	"language"	"hand"	"misc"	"d.hand"	"placement"	"line_number"	"transcriber"	"line_initial"	"line_final"	"par_initial"	"par_final"
"shecky"	"shecky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"V"	3	6	NA	NA
"daiin"	"daiin"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"V"	4	5	NA	NA
"okedy"	"okedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"V"	5	4	NA	NA
"qokeed"	"qokeed"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"V"	6	3	NA	NA
"qokedy"	"qokedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"V"	7	2	NA	NA
"lchpchdy"	"lchpchdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"14"	"V"	8	1	NA	NA
"qokal"	"qokal"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"H"	1	9	46	122
"chedy"	"chedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"H"	2	8	47	121
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"H"	3	7	48	120
"sheey"	"sheey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"H"	4	6	49	119
"salshcthdy"	"salshcthdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"H"	5	5	50	118
"qofchedy"	"qofchedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"H"	6	4	51	117
"r"	"r"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"H"	7	3	52	116
"chedy"	"chedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"H"	8	2	53	115
"ltary"	"ltary"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"H"	9	1	54	114
"qokal"	"qokal"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"C"	1	9	NA	NA
"chedy"	"chedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"C"	2	8	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"C"	3	7	NA	NA
"sheoy"	"sheoy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"C"	4	6	NA	NA
"salshcthdy"	"salshcthdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"C"	5	5	NA	NA
"qofchedy"	"qofchedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"C"	6	4	NA	NA
"r"	"r"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"C"	7	3	NA	NA
"chedy"	"chedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"C"	8	2	NA	NA
"ltary"	"ltary"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"C"	9	1	NA	NA
"qokal"	"qokal"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"F"	1	4	NA	NA
"chedy"	"chedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"F"	2	3	NA	NA
"oy"	"oy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"F"	3	2	NA	NA
"ltary"	"ltary"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"F"	4	1	NA	NA
"qokal"	"qokal"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"V"	1	10	NA	NA
"chedy"	"chedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"V"	2	9	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"V"	3	8	NA	NA
"sheey"	"sheey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"V"	4	7	NA	NA
"salshcthdy"	"salshcthdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"V"	5	6	NA	NA
"qofchedy"	"qofchedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"V"	6	5	NA	NA
"r"	"r"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"V"	7	4	NA	NA
"chedy"	"chedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"V"	8	3	NA	NA
"l"	"l"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"V"	9	2	NA	NA
"tary"	"tary"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"15"	"V"	10	1	NA	NA
"lor"	"lor"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"H"	1	10	55	113
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"H"	2	9	56	112
"qoeedy"	"qoeedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"H"	3	8	57	111
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"H"	4	7	58	110
"chy"	"chy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"H"	5	6	59	109
"rshdy"	"rshdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"H"	6	5	60	108
"lshedy"	"lshedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"H"	7	4	61	107
"dar"	"dar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"H"	8	3	62	106
"chdy"	"chdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"H"	9	2	63	105
"pchdy"	"pchdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"H"	10	1	64	104
"lor"	"lor"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"C"	1	10	NA	NA
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"C"	2	9	NA	NA
"qoeedy"	"qoeedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"C"	3	8	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"C"	4	7	NA	NA
"chy"	"chy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"C"	5	6	NA	NA
"rshdy"	"rshdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"C"	6	5	NA	NA
"lshedy"	"lshedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"C"	7	4	NA	NA
"dar"	"dar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"C"	8	3	NA	NA
"chdy"	"chdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"C"	9	2	NA	NA
"pchdy"	"pchdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"C"	10	1	NA	NA
"qor"	"qor"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"F"	1	10	NA	NA
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"F"	2	9	NA	NA
"qoeedy"	"qoeedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"F"	3	8	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"F"	4	7	NA	NA
"chy"	"chy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"F"	5	6	NA	NA
"rshdy"	"rshdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"F"	6	5	NA	NA
"lshedy"	"lshedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"F"	7	4	NA	NA
"dar"	"dar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"F"	8	3	NA	NA
"chdy"	"chdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"F"	9	2	NA	NA
"pchdy"	"pchdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"F"	10	1	NA	NA
"l"	"l"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"V"	1	12	NA	NA
"or"	"or"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"V"	2	11	NA	NA
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"V"	3	10	NA	NA
"qoeedy"	"qoeedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"V"	4	9	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"V"	5	8	NA	NA
"chy"	"chy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"V"	6	7	NA	NA
"r"	"r"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"V"	7	6	NA	NA
"shdy"	"shdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"V"	8	5	NA	NA
"lshedy"	"lshedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"V"	9	4	NA	NA
"dar"	"dar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"V"	10	3	NA	NA
"chdy"	"chdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"V"	11	2	NA	NA
"pchdy"	"pchdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"16"	"V"	12	1	NA	NA
"sshkchdy"	"sshkchdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"H"	1	9	65	103
"chedy"	"chedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"H"	2	8	66	102
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"H"	3	7	67	101
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"H"	4	6	68	100
"qolchedy"	"qolchedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"H"	5	5	69	99
"qokain"	"qokain"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"H"	6	4	70	98
"shckhy"	"shckhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"H"	7	3	71	97
"dl"	"dl"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"H"	8	2	72	96
"ral"	"ral"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"H"	9	1	73	95
"sshkchdy"	"sshkchdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"C"	1	9	NA	NA
"chedy"	"chedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"C"	2	8	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"C"	3	7	NA	NA
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"C"	4	6	NA	NA
"qolchedy"	"qolchedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"C"	5	5	NA	NA
"qokoy"	"qokoy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"C"	6	4	NA	NA
"shckhy"	"shckhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"C"	7	3	NA	NA
"dl"	"dl"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"C"	8	2	NA	NA
"riil"	"riil"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"C"	9	1	NA	NA
"sshkchdy"	"sshkchdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"F"	1	10	NA	NA
"chedy"	"chedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"F"	2	9	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"F"	3	8	NA	NA
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"F"	4	7	NA	NA
"qol"	"qol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"F"	5	6	NA	NA
"chedy"	"chedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"F"	6	5	NA	NA
"qokain"	"qokain"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"F"	7	4	NA	NA
"shckhy"	"shckhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"F"	8	3	NA	NA
"dl"	"dl"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"F"	9	2	NA	NA
"ral"	"ral"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"F"	10	1	NA	NA
"sshkchdy"	"sshkchdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"V"	1	10	NA	NA
"chedy"	"chedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"V"	2	9	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"V"	3	8	NA	NA
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"V"	4	7	NA	NA
"qol"	"qol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"V"	5	6	NA	NA
"chedy"	"chedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"V"	6	5	NA	NA
"qokain"	"qokain"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"V"	7	4	NA	NA
"shckhy"	"shckhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"V"	8	3	NA	NA
"dl"	"dl"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"V"	9	2	NA	NA
"ral"	"ral"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"17"	"V"	10	1	NA	NA
"qokchdy"	"qokchdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"H"	1	10	74	94
"chey"	"chey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"H"	2	9	75	93
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"H"	3	8	76	92
"cheky"	"cheky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"H"	4	7	77	91
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"H"	5	6	78	90
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"H"	6	5	79	89
"qokedy"	"qokedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"H"	7	4	80	88
"qokedy"	"qokedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"H"	8	3	81	87
"chckhy"	"chckhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"H"	9	2	82	86
"qoky"	"qoky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"H"	10	1	83	85
"qokchdy"	"qokchdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"C"	1	10	NA	NA
"chey"	"chey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"C"	2	9	NA	NA
"lo"	"lo"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"C"	3	8	NA	NA
"cheky"	"cheky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"C"	4	7	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"C"	5	6	NA	NA
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"C"	6	5	NA	NA
"qokody"	"qokody"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"C"	7	4	NA	NA
"qokedy"	"qokedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"C"	8	3	NA	NA
"chckhy"	"chckhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"C"	9	2	NA	NA
"qoky"	"qoky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"C"	10	1	NA	NA
"qokchdy"	"qokchdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"F"	1	10	NA	NA
"chey"	"chey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"F"	2	9	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"F"	3	8	NA	NA
"cheky"	"cheky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"F"	4	7	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"F"	5	6	NA	NA
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"F"	6	5	NA	NA
"qokedy"	"qokedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"F"	7	4	NA	NA
"qokedy"	"qokedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"F"	8	3	NA	NA
"chckhy"	"chckhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"F"	9	2	NA	NA
"qoky"	"qoky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"F"	10	1	NA	NA
"qokchdy"	"qokchdy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"V"	1	10	NA	NA
"chey"	"chey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"V"	2	9	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"V"	3	8	NA	NA
"cheky"	"cheky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"V"	4	7	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"V"	5	6	NA	NA
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"V"	6	5	NA	NA
"qokedy"	"qokedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"V"	7	4	NA	NA
"qokedy"	"qokedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"V"	8	3	NA	NA
"chckhy"	"chckhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"V"	9	2	NA	NA
"qoky"	"qoky"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"18"	"V"	10	1	NA	NA
"solkeey"	"solkeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"H"	1	10	84	84
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"H"	2	9	85	83
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"H"	3	8	86	82
"qokar"	"qokar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"H"	4	7	87	81
"sheckhy"	"sheckhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"H"	5	6	88	80
"dcsedy"	"dcsedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"H"	6	5	89	79
"qokar"	"qokar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"H"	7	4	90	78
"qokal"	"qokal"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"H"	8	3	91	77
"dol"	"dol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"H"	9	2	92	76
"chy"	"chy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"H"	10	1	93	75
"solkeey"	"solkeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"C"	1	10	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"C"	2	9	NA	NA
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"C"	3	8	NA	NA
"qokar"	"qokar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"C"	4	7	NA	NA
"shckhy"	"shckhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"C"	5	6	NA	NA
"dshedy"	"dshedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"C"	6	5	NA	NA
"qokar"	"qokar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"C"	7	4	NA	NA
"qokal"	"qokal"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"C"	8	3	NA	NA
"dol"	"dol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"C"	9	2	NA	NA
"chy"	"chy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"C"	10	1	NA	NA
"solkeey"	"solkeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"F"	1	10	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"F"	2	9	NA	NA
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"F"	3	8	NA	NA
"qokar"	"qokar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"F"	4	7	NA	NA
"sheckhy"	"sheckhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"F"	5	6	NA	NA
"dshedy"	"dshedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"F"	6	5	NA	NA
"qokar"	"qokar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"F"	7	4	NA	NA
"qokal"	"qokal"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"F"	8	3	NA	NA
"dol"	"dol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"F"	9	2	NA	NA
"chy"	"chy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"F"	10	1	NA	NA
"s"	"s"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"V"	1	11	NA	NA
"olkeey"	"olkeey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"V"	2	10	NA	NA
"ol"	"ol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"V"	3	9	NA	NA
"shedy"	"shedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"V"	4	8	NA	NA
"qokar"	"qokar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"V"	5	7	NA	NA
"shckhy"	"shckhy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"V"	6	6	NA	NA
"dshedy"	"dshedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"V"	7	5	NA	NA
"qokar"	"qokar"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"V"	8	4	NA	NA
"qokal"	"qokal"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"V"	9	3	NA	NA
"dol"	"dol"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"V"	10	2	NA	NA
"chy"	"chy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"19"	"V"	11	1	NA	NA
"qocthey"	"qocthey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"20"	"H"	1	8	94	74
"chekal"	"chekal"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"20"	"H"	2	7	95	73
"chody"	"chody"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"20"	"H"	3	6	96	72
"qokedy"	"qokedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"20"	"H"	4	5	97	71
"lshety"	"lshety"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"20"	"H"	5	4	98	70
"qoldy"	"qoldy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"20"	"H"	6	3	99	69
"ltedy"	"ltedy"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"20"	"H"	7	2	100	68
"qotain"	"qotain"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"20"	"H"	8	1	101	67
"qocthey"	"qocthey"	"f81v"	"B"	"M"	"N"	"B"	"2"	NA	"2"	"P"	"20"	"C"	1	8	NA	NA
